TotalComp,WideIndustry,Company,CEO,CityofBirth,StateofBirth,Age,Undergrad,UGDegree,Ugdate,Age ofUnder,Graduate,GradDegree,MBA,MasterPHd,G_date,AgeofGradu,YearsFirm,YearsCEO,Salary,Bonus,Other,StGains,Compfor5Yrs,StockOwned,Sales,Profits,ReturnOver5Yrs,Industry,,
3214100,Financial,Charles Schwab,Mr. Charles R Schwab,Sacramento,CA,56,Stanford U,BA,59,21,Stanford U,MBA,1,1,61,23,20,16,690012,2.50E+06,23861,,12508300,22.844,1097,124.4,48,Financial services-brokerage,1,690.012
15914900,Financial,Bear Stearns Cos,Mr. James E Cayne,Evanston,IL,60,,,,,,none,0,0,,,25,1,200000,8.14E+06,7577980,,,3.011,3396,474.3,20,Financial services-brokerage,1,200
1797910,Financial,MarshMcLennan Cos,Mr. A J CSmith,Scotland,,60,,,,,,none,0,0,,,33,2,1000000,675000,122911,,,0.201,3163,332.4,9,Financial services-brokerage,1,1000
10149200,Financial,PaineWebber Group,Mr. Donald B Marron,Goshen,NY,59,,,,,,none,0,0,,,35,14,600000,6.30E+06,534432,2.71E+06,25615300,1.346,4005,246.2,20,Financial services-brokerage,1,600
1173000,Financial,MBIA,Mr. David H Elliott,Canaan,CT,52,Yale,BA,64,22,Boston U,JD,0,1,67,25,18,2,485000,485000,202995,,4445900,0.026,429,246.1,19,Financial services-leasefinance,1,485
816667,Financial,MBNA,Mr. AlfredLerner,New York,NY,61,Columbia,BA,55,22,,none,0,0,,,11,3,816667,,,,3197050,12.152,1393,207.8,41,Financial services-leasefinance,1,816.667
53110900,Financial,Travelers,Mr. Sanford I Weill,New York,NY,61,Cornell,BA,55,22,,none,0,0,,,8,8,1018750,3.03E+06,2161890,4.69E+07,141605000,1.168,6797,950,28,Financial services-leasefinance,1,1018.75
2375840,Financial,Beneficial Corp,Mr. Finn M W Caspersen,New York,NY,52,Brown,AB,63,21,Harvard,LLB,0,1,66,24,22,18,1483500,,892340,,8920710,2.872,1958,186,15,Financial services-leasefinance,1,1483.5
780250,Financial,Ambac,Mr. Phillip B Lassiter,Kansas City,MO,50,NC State U,BS,64,20,,none,0,0,,,3,3,475000,262500,42750,,,0.051,328,179.4,13,Financial services-leasefinance,1,475
4485530,Financial,American Express,Mr. HarveyGolub,New York,NY,55,NYU,BS,61,22,,none,0,0,,,10,1,776923,1.85E+06,1242750,615858,,0.047,14173,1605,1,Financial services-leasefinance,1,776.923
3364990,Financial,Countrywide Credit I,Mr. David S Loeb,New York,NY,70,NYU,BS,51,27,,none,0,0,,,25,25,892309,1.78E+06,101485,596197,11045700,2.233,1078,171.4,45,Financial services-leasefinance,1,892.309
1030600,Financial,GATX,Mr. James J Glasser,Chicago,IL,59,Yale,AB,55,20,Harvard,JD,0,1,58,23,33,16,610008,313697,106897,,8406780,0.732,1087,72.7,12,Financial services-leasefinance,1,610.008
2598470,Financial,Household Internatio,Mr. Donald C Clark,Brooklyn,NY,62,Clarkson U,BBA,53,21,Northwestern U,MBA,1,1,61,29,39,12,923118,823815,851535,,11443300,0.377,4455,298.7,6,Financial services-leasefinance,1,923.118
5103330,Financial,Dean Witter Discover,Mr. Philip J Purcell,Salt Lake City,UT,50,U of Notre Dame,BBA,64,20,U of Chicago,MBA,1,1,67,23,16,12,650000,2.50E+06,1953330,,11680400,0.102,5822,603.6,,Financial services-leasefinance,1,650
2224530,Financial,Federal Home Loan Mo,Mr. Leland C Brendsel,Sioux Falls,SD,52,U of Colorado,BS,67,25,Northwestern U,PhD,0,1,73,31,12,7,770000,462000,992532,,6348920,0.043,5584,786,23,Financial services-leasefinance,1,770
4576230,Financial,Federal National Mor,Mr. James A Johnson,Benson,MN,50,U of Minnesota,BA,65,21,Princeton,MA,0,1,68,24,4,3,700000,668338,3207890,,10524600,0.018,16054,2042.5,32,Financial services-leasefinance,1,700
697279,Financial,MGIC Investment,Mr. William H Lacy,Chicago,IL,49,U of Wisc Milwa,BBA,68,23,,none,0,0,,,23,7,450000,225000,22279,,4819860,0.566,404,127.3,25,Financial services-leasefinance,1,450
16171700,Financial,Fund American Enterp,Mr. John J Byrne,Passaic,NJ,61,Rutgers,BS,54,21,U of Michigan,MS,0,1,59,26,9,9,550000,165000,4844980,1.06E+07,80808800,7.705,251,70.4,20,Financial services-leasefinance,1,550
663111,Financial,Franklin Resources,Mr. Charles B Johnson,Montclair,NJ,61,Yale,BA,54,21,,none,0,0,,,37,23,425570,216535,21006,,2747770,19.537,712,199.8,33,Financial services-leasefinance,1,425.57
1177820,Financial,Sallie Mae,Mr. Lawrence A Hough,Janesville,WI,50,Stanford U,BS,66,22,MIT,MS,0,1,72,28,21,4,496903,290000,390914,,5782620,0.142,2617,430.1,4,Financial services-leasefinance,1,496.903
3659940,Financial,Dreyfus,Mr. HowardStein,New York,NY,67,,,,,,none,0,0,,,39,23,237981,1.37E+06,916049,1.13E+06,12949900,3.123,386,99.4,13,Financial services-leasefinance,1,237.981
3087840,Financial,First USA,Mr. John C Tolleson,,,46,,,,,,none,0,0,,,9,9,470000,352500,4430,2.26E+06,10086100,2.07,581,64.1,173,Financial services-leasefinance,1,470
1510680,Financial,Mercury Finance,Mr. John N Brincat,Brooklyn,NY,58,,,,,,none,0,0,,,10,9,251689,1.25E+06,8994,,13857500,1.375,194,64.7,53,Financial services-leasefinance,1,251.689
3224090,Financial,First Chicago,Mr. Richard L Thomas,Marion,OH,63,Kenyon C,BA,53,22,Harvard,MBA,1,1,58,27,36,2,719157,1.30E+06,892206,312729,5434430,0.294,4827,804.5,11,Financial services-multinational banks,1,719.157
4396750,Financial,Citicorp,Mr. John S Reed,Chicago,IL,55,MIT,BS,61,22,MIT,MS,0,1,65,26,29,10,1150000,3.00E+06,69000,177750,11441000,0.115,32196,1919,9,Financial services-multinational banks,1,1150
1619110,Financial,Bank of Boston,Mr. Ira Stepanian,Cambridge,MA,58,Tufts U,BA,58,22,Boston C,MBA,1,1,71,35,31,7,768846,800000,50265,,7435450,0.179,7396,274.8,2,Financial services-multinational banks,1,768.846
2595920,Financial,Continental Bank,Mr. Thomas C Theobald,Cincinnati,OH,57,Col of the Holy,AB,58,21,Harvard,MBA,1,1,60,23,7,7,620000,922500,4364,1.05E+06,6339640,0.37,1761,258,15,Financial services-multinational banks,1,620
1483510,Financial,Republic New York,Mr. Walter H Weiner,Brooklyn,NY,63,U of Michigan,BA,52,21,U of Michigan,JD,0,1,53,22,14,14,220750,1.26E+06,7763,,5050360,0.078,2328,301.2,13,Financial services-multinational banks,1,220.75
2258990,Financial,Chemical Banking,Mr. Walter V Shipley,Newark,NJ,58,NYU,BS,61,25,,none,0,0,,,38,1,750000,1.50E+06,8994,,,0.047,12427,1569,6,Financial services-multinational banks,1,750
2909660,Financial,BankAmerica,Mr. Richard M Rosenberg,Fall River,MA,64,Suffolk U,BS,52,22,Golden Gate U,LLB,0,1,66,36,8,4,700000,1.50E+06,709655,,12228700,0.019,15900,1954,14,Financial services-multinational banks,1,700
15706100,Financial,Bankers Trust New Yo,Mr. Charles S Sanford Jr,Savannah,GA,57,U of Georgia,BA,58,21,U of Pennsylvan,MBA,1,1,60,23,33,7,750000,8.12E+06,4032650,2.81E+06,31104000,0.342,7800,1070,16,Financial services-multinational banks,1,750
3567130,Financial,Chase Manhattan,Mr. Thomas G Labrecque,Long Branch,NJ,55,Villanova,BA,60,21,,none,0,0,,,30,4,750000,1.50E+06,1037490,279634,7058520,0.05,11417,466,3,Financial services-multinational banks,1,750
5827330,Financial,JP MorganCo,Mr. DennisWeatherstone,England,,63,,,,,,none,0,0,,,48,4,700000,2.35E+06,748863,2.02E+06,17238100,0.064,11941,1723,14,Financial services-multinational banks,1,700
1442600,Financial,BayBanks,Mr. William M Crozier Jr,Brooklyn,NY,61,Yale,BA,54,21,Harvard,MBA,1,1,63,30,30,20,461250,249844,669796,61710,3597080,0.25,789,67.7,8,Financial services-regional banks,1,461.25
1621780,Financial,Fifth Third Bancorp,Mr. George A Schaefer Jr,Cincinnati,OH,49,US Military Aca,BS,67,22,Xavier U,MBA,1,1,74,29,23,3,539092,260000,119864,702823,4158210,0.177,954,196.4,19,Financial services-regional banks,1,539.092
668831,Financial,First American Corp,Mr. Dennis C Bottorff,Clarksville,IN,49,Vanderbilt U,BE,66,21,Northwestern U,MBA,1,1,68,23,3,3,436000,218000,14831,,1265700,0.296,517,101.9,9,Financial services-regional banks,1,436
1301160,Financial,Mercantile Bancorpor,Mr. Thomas H Jacobsen,Chicago,IL,54,Lake Forest C,BS,63,23,U of Chicago,MBA,1,1,68,28,5,5,525300,392662,383197,,5446510,0.213,893,117,17,Financial services-regional banks,1,525.3
2725440,Financial,Banc One,Mr. John B McCoy,Columbus,OH,50,Williams C,BA,65,21,Stanford U,MBA,1,1,67,23,27,10,972500,1.02E+06,732938,,11447700,0.125,7227,1120.6,20,Financial services-regional banks,1,972.5
2369230,Financial,First Alabama Bancsh,Mr. J StanleyMackin,Birmingham,AL,61,Auburn U,BS,54,21,,none,0,0,,,28,4,525000,330383,1295470,218369,5345840,0.248,688,112,20,Financial services-regional banks,1,525
416382,Financial,Riggs National,Mr. Joe L Allbritton,D'Lo,MS,69,Baylor U,LLB,49,24,,none,0,0,,,13,13,380000,,36382,,4746770,28.961,369,-94.2,-15,Financial services-regional banks,1,380
875180,Financial,Bank South,Mr. Patrick L Flinn,Washington,DC,52,U of Illinois,BA,64,22,Georgia State U,MBA,1,1,72,30,3,3,358631,496084,20465,,1708370,0.059,435,70.9,10,Financial services-regional banks,1,358.631
2117870,Financial,First Fidelity Banco,Mr. Anthony P Terracciano,Bayonne,NJ,55,St Peter's C,BS,60,21,Fordham U,MA,0,1,62,23,4,4,738462,475000,629186,275226,7210310,0.08,2429,396.5,14,Financial services-regional banks,1,738.462
1380420,Financial,Boatmen's Bancshares,Mr. Andrew B Craig III,Buffalo,NY,63,Cornell,BA,55,24,,none,0,0,,,9,6,587523,373750,419144,,5438500,0.036,2107,317.4,18,Financial services-regional banks,1,587.523
2682580,Financial,First Union,Mr. Edward E Crutchfield,Dearborn,MI,52,Davidson C,BA,63,21,U of Pennsylvan,MBA,1,1,65,23,29,10,810000,810000,1062580,,9609750,0.06,5755,817.5,19,Financial services-regional banks,1,810
935235,Financial,Comerica,Mr. Eugene A Miller,Detroit,MI,56,Detroit Tech,BBA,64,26,,none,0,0,,,39,5,600000,261100,74135,,5327350,0.095,2245,340.6,15,Financial services-regional banks,1,600
1497150,Financial,SunTrust Banks,Mr. James B Williams,Sewanee,TN,61,Emory U,AB,55,22,,none,0,0,,,39,4,550000,189461,757693,,5341860,0.379,3089,473.7,19,Financial services-regional banks,1,550
1086720,Financial,National City,Mr. Edward B Brandon,Davenport,IA,62,Northwestern U,BS,53,21,U of Pennsylvan,MBA,1,1,56,24,38,7,630000,418560,38161,,5994850,0.092,2702,404,15,Financial services-regional banks,1,630
611963,Financial,First Empire State,Mr. Robert G Wilmers,New York,NY,60,Harvard,BA,56,22,,none,0,0,,,12,11,400000,200000,11963,,11969800,8.539,851,102,21,Financial services-regional banks,1,400
1959620,Financial,Fleet Financial Grou,Mr. TerrenceMurray,Woonsocket,RI,54,Harvard,BA,62,22,,none,0,0,,,32,12,902000,990000,67622,,9044090,0.152,4678,488,11,Financial services-regional banks,1,902
465414,Financial,Old National Bancorp,Mr. Dan W Mitchell,Phoenix,AZ,66,Indiana U,BS,50,22,,none,0,0,,,44,14,373500,,91914,,2188210,0.422,284,42.5,16,Financial services-regional banks,1,373.5
548341,Financial,Synovus Financial,Mr. James H Blanchard,Augusta,GA,52,U of Georgia,BBA,63,21,U of Georgia,LLB,0,1,65,23,24,24,288750,144375,115216,,3483420,0.783,615,74.1,16,Financial services-regional banks,1,288.75
1124520,Financial,Roosevelt Financial,Mr. Stanley J Bradshaw,Terre Haute,IN,36,Indiana State U,BS,79,21,Butler U,MBA,1,1,84,26,8,3,290000,174000,167008,493515,2213660,1.267,244,38.1,35,Financial services-regional banks,1,290
2578110,Financial,First Commerce,Mr. IanArnof,McCrory,AR,54,Vanderbilt U,BA,61,21,Harvard,MBA,1,1,63,23,16,11,516667,210000,438233,1.41E+06,5073240,0.505,496,95.2,26,Financial services-regional banks,1,516.667
912994,Financial,Star Banc,Mr. Jerry A Grundhofer,Los Angeles,CA,50,Loyola Marymoun,BA,67,23,,none,0,0,,,1,1,550000,190743,172251,,,0.027,631,100.3,17,Financial services-regional banks,1,550
1247690,Financial,First Financial Corp,Mr. John C Seramur,Milwaukee,WI,51,Marquette U,BS,65,22,,none,0,0,,,28,28,600000,260000,217794,169894,4106010,2.752,378,45.2,36,Financial services-regional banks,1,600
1383070,Financial,First Tennessee Nati,Mr. RalphHorn,Corinth,MS,53,Mississippi Sta,BS,63,22,,none,0,0,,,31,1,370192,185096,827777,,,0.345,857,120.7,23,Financial services-regional banks,1,370.192
3245430,Financial,First Bank System,Mr. John F Grundhofer,Los Angeles,CA,55,Loyola U,BA,60,21,USC,MBA,1,1,64,25,4,4,587500,630000,460410,1.57E+06,8174660,0.117,2231,298,14,Financial services-regional banks,1,587.5
536930,Financial,United Carolina Banc,Mr. E RhoneSasser,Columbus,NC,57,NC State U,BS,59,22,,none,0,0,,,27,11,360000,149546,27384,,2236690,0.485,242,31.7,16,Financial services-regional banks,1,360
737191,Financial,Commerce Bancshares,Mr. David W Kemper,Kansas City,MO,43,Harvard,BA,72,21,Stanford U,MBA,1,1,76,25,16,8,467500,150000,7816,111875,4181430,1.291,582,86.9,18,Financial services-regional banks,1,467.5
2948250,Financial,FirsTier Financial,Mr. David A Rismiller,Baltimore,MD,58,Ohio State U,BS,59,23,,none,0,0,,,6,5,310000,200000,550750,1.89E+06,6027710,0.581,256,47.9,22,Financial services-regional banks,1,310
1585470,Financial,OnBancorp,Mr. Robert J Bennett,Fitchburg,MA,52,Babson C,BS,63,21,U of Massachuse,MBA,1,1,66,24,7,5,393378,300000,3466,888625,3825490,1.144,374,58,26,Financial services-regional banks,1,393.378
687147,Financial,US Bancorp,Mr. Gerry B Cameron,Grandview,WA,55,Portland State,BS,62,23,,none,0,0,,,38,1,248750,225000,213397,,,0.087,1966,257.9,19,Financial services-regional banks,1,248.75
960565,Financial,Integra Financial,Mr. William F Roemer,Youngstown,OH,60,Princeton,BA,55,21,,none,0,0,,,24,15,536667,322000,101898,,3168540,0.063,1114,152.8,19,Financial services-regional banks,1,536.667
987400,Financial,Mercantile Bankshare,Mr. H FurlongBaldwin,Baltimore,MD,62,Princeton,AB,54,22,,none,0,0,,,38,18,648900,253100,85400,,4778700,0.38,455,82.4,10,Financial services-regional banks,1,648.9
1047910,Financial,SouthTrust,Mr. Wallace D Malone Jr,Dothan,AL,57,U of Alabama,BS,57,20,U of Pennsylvan,MBA,1,1,60,23,35,13,605016,363000,79891,,6933140,1.689,1102,150.5,19,Financial services-regional banks,1,605.016
1117250,Financial,State Street Boston,Mr. Marshall N Carter,Newport News,VA,54,US Military Aca,BSC,62,22,George Washingt,MA,0,1,76,36,3,2,643753,450000,23497,,3380830,0.001,1532,179.8,23,Financial services-regional banks,1,643.753
761066,Financial,Collective Bancorp,Mr. Thomas H Hamilton,Egg Harbor City,NJ,63,Rutgers,BS,53,22,,none,0,0,,,39,32,292981,117649,25195,325241,3218140,3.756,250,57.1,34,Financial services-regional banks,1,292.981
523040,Financial,First Citizens BancS,Mr. Lewis R Holding,Smithfield,NC,66,U of North Caro,BS,50,22,Harvard,MBA,1,1,52,24,41,37,471274,41593,10173,,2175340,9.575,451,55.6,,Financial services-regional banks,1,471.274
1200490,Financial,Deposit Guaranty,Mr. Emerson B Robinson Jr,Centreville,MS,52,Davidson C,BS,63,21,Harvard,MBA,1,1,67,25,27,10,364064,413820,22205,400400,3114590,0.498,374,66.6,16,Financial services-regional banks,1,364.064
3012660,Financial,Bank of New York,Mr. JohnCarter Bacot,Utica,NY,61,Hamilton C,AB,55,22,Cornell,LLB,0,1,58,25,34,12,898462,1.95E+06,164194,,8560330,0.21,3822,559,9,Financial services-regional banks,1,898.462
535817,Financial,Michigan National,Mr. Robert J Mylod,Brooklyn,NY,54,St John's U NY,BA,61,21,,none,0,0,,,9,9,529259,,6558,,10973800,0.651,935,27.8,13,Financial services-regional banks,1,529.259
979092,Financial,MarshallIlsley,Mr. James B Wigdale,Milwaukee,WI,57,Stanford U,BA,59,22,,none,0,0,,,32,2,450000,325000,204092,,,0.49,787,125.5,19,Financial services-regional banks,1,450
770034,Financial,Dauphin Deposit,Mr. William J King,Philadelphia,PA,65,U of Pennsylvan,BBA,74,45,La Salle Univer,MBA,1,1,80,51,15,8,425000,193996,5695,145343,2851380,0.111,360,64.5,14,Financial services-regional banks,1,425
921921,Financial,Wachovia,Mr. Leslie M Baker Jr,Lovettsville,VA,52,U of Richmond,BA,64,22,U of Virginia,MBA,1,1,69,27,25,1,450000,247500,48395,176026,,0.05,2742,492.1,16,Financial services-regional banks,1,450
397219,Financial,Keystone Financial,Mr. Carl L Campbell,Sunbury,PA,51,Susquehanna U,BS,65,22,,none,0,0,,,22,12,330000,55940,11279,,1678180,0.12,256,39.4,16,Financial services-regional banks,1,330
447308,Financial,Union Bank,Mr. KanetakaYoshida,Japan,,56,Tokyo U,LLB,62,24,,none,0,0,,,32,1,447308,,,,,0.009,1266,83.1,8,Financial services-regional banks,1,447.308
1452890,Financial,CoreStates Financial,Mr. Terrence A Larsen,Chicago,IL,47,U of Dallas,BA,68,21,Texas AM,PhD,0,1,71,24,17,6,647000,483068,322823,,6545340,0.083,2014,327.9,8,Financial services-regional banks,1,647
3276450,Financial,Huntington Bancshare,Mr. FrankWobst,Germany,,60,U of Erlangen,BA,55,21,Rutgers,MBA,1,1,64,30,20,13,760000,646000,93344,1.78E+06,8297420,0.514,1542,236.9,23,Financial services-regional banks,1,760
1020460,Financial,Provident Bancorp,Mr. Allen L Davis,Dayton,OH,52,U of Cincinnati,BA,64,22,,none,0,0,,,10,8,515031,400000,105431,,4374090,0.794,325,51.3,15,Financial services-regional banks,1,515.031
6209540,Financial,Norwest,Mr. Richard M Kovacevich,Tacoma,WA,50,Stanford U,BS,65,21,Stanford U,MS,0,1,66,22,8,1,700000,1.26E+06,618430,3.63E+06,,0.165,5277,653.6,25,Financial services-regional banks,1,700
1121290,Financial,First Hawaiian,Mr. Walter A Dods Jr,Honolulu,HI,52,U of Hawaii,BBA,67,25,,none,0,0,,,25,5,711190,334021,76077,,4890590,0.825,512,78.2,13,Financial services-regional banks,1,711.19
4164330,Financial,PNC Bank,Mr. Thomas H O'Brien,Pittsburgh,PA,57,U of Notre Dame,BS,58,21,Harvard,MBA,1,1,62,25,32,9,800000,1.20E+06,139334,2.03E+06,11187400,0.071,4146,745.3,11,Financial services-regional banks,1,800
962075,Financial,Midlantic,Mr. Garry J Scheuring,Fairmont,MN,54,U of Notre Dame,BS,61,21,U of Chicago,MBA,1,1,64,24,3,3,650000,305000,7075,,2712040,0.044,1012,131.4,-4,Financial services-regional banks,1,650
1221300,Financial,First Virginia Banks,Mr. Robert H Zalokar,West Mineral,KS,66,U of Kansas,BS,50,22,,none,0,0,,,39,9,500000,306388,117410,297501,5142040,0.367,587,116,20,Financial services-regional banks,1,500
361000,Financial,Sumitomo Bank of Cal,Mr. TadaichiIkagawa,Japan,,55,U of Kyoto,BA,61,22,,none,0,0,,,33,3,360000,,1000,,962009,0.056,377,2.3,6,Financial services-regional banks,1,360
587796,Financial,Liberty National Ban,Mr. Malcolm B Chancey Jr,Louisville,KY,62,U of Louisville,BA,54,22,,none,0,0,,,26,1,414000,66240,107556,,,0.272,382,51.5,21,Financial services-regional banks,1,414
498500,Financial,Trustmark,Mr. Frank R Day,Aberdeen,MS,56,U of Mississipp,BA,53,15,,none,0,0,,,36,13,325000,162500,11000,,1886400,4.353,336,48.6,25,Financial services-regional banks,1,325
1608620,Financial,Bancorp Hawaii,Mr. H HowardStephenson,Wichita,KS,64,U of Michigan,BA,50,20,U of Missouri,JD,0,1,58,28,35,5,591865,344324,509957,162473,10259900,0.431,938,132.6,16,Financial services-regional banks,1,591.865
793214,Financial,Hibernia,Mr. Stephen A Hansel,Long Branch,NJ,46,Wesleyan C,BA,69,21,U of Virginia,MBA,1,1,71,23,2,2,450000,303750,39464,,,0.108,367,48,-15,Financial services-regional banks,1,450
461213,Financial,Centura Banks,Mr. Robert R Mauldin,China Grove,NC,59,U of North Caro,BS,59,24,,none,0,0,,,25,1,270000,120000,71213,,,0.308,304,41.1,15,Financial services-regional banks,1,270
4838040,Financial,NationsBank,Mr. Hugh L McColl Jr,Bennettsville,SC,58,U of North Caro,BS,57,21,,none,0,0,,,35,11,800000,1.80E+06,2238040,,18496800,0.096,10392,1301.4,9,Financial services-regional banks,1,800
627048,Financial,Premier Bancorp,Mr. G LeeGriffin,Leavenworth,KS,55,U of Texas Aust,BS,60,21,Louisiana State,MS,0,1,62,23,32,6,383750,234000,9298,,2221510,0.299,336,67.6,31,Financial services-regional banks,1,383.75
3737930,Financial,KeyCorp,Mr. Victor J Riley Jr,Buffalo,NY,62,U of Notre Dame,BA,53,21,,none,0,0,,,30,20,720000,720000,2297930,,7316910,0.011,5186,709.9,16,Financial services-regional banks,1,720
780932,Financial,Charter One Financia,Mr. Charles JohnKoch,Baltimore,MD,48,Lehigh U,BS,68,22,Loyola U,MBA,1,1,71,25,18,6,301629,278853,48947,151503,2584410,0.722,385,61.4,34,Financial services-regional banks,1,301.629
615841,Financial,BBT Financial,Mr. John A Allison IV,Charlotte,NC,45,U of North Caro,BBA,71,22,Duke U,MBA,1,1,74,25,23,5,370388,142599,102854,,2700240,0.124,671,98.2,15,Financial services-regional banks,1,370.388
1192780,Financial,Wilmington Trust,Mr. Leonard W Quill,Wilmington,DE,62,U of Delaware,BS,59,27,U of Delaware,MBA,1,1,65,33,36,2,393333,333650,4497,461300,,0.38,405,82.8,12,Financial services-regional banks,1,393.333
2318730,Financial,Meridian Bancorp,Mr. Samuel A McCullough,Pittsburgh,PA,55,U of Pittsburgh,BBA,60,21,,none,0,0,,,19,16,600000,308500,36000,1.37E+06,5707720,0.149,1247,150.5,14,Financial services-regional banks,1,600
951545,Financial,AmSouth Bancorporati,Mr. John W Woods,Evanston,IL,62,U of the South,BA,54,22,,none,0,0,,,25,22,595000,327250,29295,,5090350,0.197,971,146.2,18,Financial services-regional banks,1,595
1313890,Financial,Old Kent Financial,Mr. John C Canepa,Newburyport,MA,63,Harvard,BA,53,22,NYU,MBA,1,1,60,29,24,12,570000,356250,387644,,6752430,0.79,807,127.9,18,Financial services-regional banks,1,570
1121950,Financial,Central Fidelity Ban,Mr. Carroll L Saine,Lincolnton,NC,59,Lenoir-Rhyne C,BA,54,19,U of Richmond,MS,0,1,65,30,37,13,795540,,60253,266152,4092920,0.246,740,102.9,24,Financial services-regional banks,1,795.54
1298830,Financial,Crestar Financial,Mr. Richard G Tilghman,Norfolk,VA,53,U of Virginia,BA,63,22,,none,0,0,,,27,9,535000,280000,65067,418760,3827390,0.165,1081,140.5,16,Financial services-regional banks,1,535
3296380,Financial,Signet Banking,Mr. Robert M Freeman,Richmond,VA,53,U of Virginia,BS,63,22,,none,0,0,,,23,5,530200,488500,374196,1.90E+06,6348370,0.256,1169,174.4,26,Financial services-regional banks,1,530.2
316001,Financial,CCB Financial,Mr. Ernest C Roessler,Pittsburgh,PA,53,Dartmouth,BA,62,21,Dartmouth,MBA,1,1,63,22,6,1,241323,62986,11692,,,0.116,230,29.2,13,Financial services-regional banks,1,241.323
1414660,Financial,Union Planters,Mr. Benjamin W Rawlins Jr,Murfreesboro,TN,56,Vanderbilt U,BA,61,23,Georgia State U,MBA,1,1,69,31,20,10,410000,200000,533133,271522,4840000,0.912,484,61.3,17,Financial services-regional banks,1,410
3366480,Financial,Valley Bancorp,Mr. Peter M Platten III,Green Bay,WI,54,U of Wisc Madis,BBA,62,22,,none,0,0,,,29,5,373000,74600,55742,2.86E+06,5440050,1.094,377,45.9,22,Financial services-regional banks,1,373
293157,Financial,BanPonce,Mr. Richard L Carrion,San Juan,PR,41,U of Penn-Whart,BS,75,22,MIT,MS,0,1,76,23,18,1,230000,36814,26343,,,0.696,897,103.2,15,Financial services-regional banks,1,230
953206,Financial,Southern National,Mr. L GlennOrr Jr,Charlotte,NC,54,Wofford C,BA,62,22,U of S Carolina,MBA,1,1,63,23,22,4,444184,217700,291322,,2671120,0.198,438,75.6,10,Financial services-regional banks,1,444.184
2271190,Financial,Northern Trust,Mr. David W Fox,Aurora,IL,62,U of Notre Dame,BS,53,21,U of Chicago,MBA,1,1,58,26,39,4,616250,414982,715163,524792,7935770,0.306,1259,167.9,23,Financial services-regional banks,1,616.25
626433,Financial,Zions Bancorporation,Mr. Harris H Simmons,Salt Lake City,UT,39,U of Utah,BA,77,22,Harvard,MBA,1,1,80,25,13,3,289531,170000,8152,158750,1749440,3.584,346,51.4,31,Financial services-regional banks,1,289.531
2896050,Financial,Wells Fargo,Mr. Carl E Reichardt,Houston,TX,62,USC,BA,56,24,,none,0,0,,,24,11,775000,1.35E+06,592061,178988,8304100,0.262,4854,612,20,Financial services-regional banks,1,775
1456100,Financial,US Trust,Mr. H MarshallSchwarz,New York,NY,57,Harvard,BA,58,21,Harvard,MBA,1,1,61,24,27,4,517308,304135,634656,,4088190,0.32,446,42.3,9,Financial services-regional banks,1,517.308
574745,Financial,Cullen/Frost Bankers,Mr. Thomas C Frost,San Antonio,TX,66,WashingtonLee,BS,50,22,,none,0,0,,,44,23,400000,,174745,,3302850,2.982,266,38.8,21,Financial services-regional banks,1,400
883430,Financial,West One Bancorp,Mr. Daniel R Nelson,Spokane,WA,56,Washington Stat,BBA,62,24,,none,0,0,,,10,8,429996,180598,14163,258673,2965950,0.046,600,83.2,22,Financial services-regional banks,1,429.996
608262,Financial,Magna Group,Mr. William S Badgley,Belleville,IL,64,Washington U,BS,60,30,,none,0,0,,,41,2,411600,148125,48537,,1628320,0.458,290,37.5,12,Financial services-regional banks,1,411.6
842121,Financial,Compass Bancshares,Mr. D PaulJones Jr,Birmingham,AL,51,U of Alabama,BS,64,21,NYU,JD,0,1,67,24,16,3,408098,408098,25925,,5975560,1.372,625,89.3,25,Financial services-regional banks,1,408.098
1108750,Financial,First of America Ban,Mr. Daniel R Smith,Kalamazoo,MI,60,Western Michiga,BBA,55,21,,none,0,0,,,38,9,625000,285000,198748,,4633330,0.069,1803,247.4,19,Financial services-regional banks,1,625
468992,Financial,Associated Banc-Corp,Mr. Harry B Conlon,Green Bay,WI,59,U of Notre Dame,BS,57,22,U of Wisc Madis,LLB,0,1,64,29,29,19,307000,115125,46867,,2969750,0.825,249,36.2,21,Financial services-regional banks,1,307
768648,Financial,First Security,Mr. Spencer F Eccles,Ogden,UT,59,U of Utah,BS,56,21,Columbia,MA,0,1,59,24,35,12,467450,280404,20794,,3161600,2.718,812,114.1,24,Financial services-regional banks,1,467.45
28816,Financial,Citizens Bancorp,Mr. Alfred H Smith Jr,Washington,DC,60,,,,,,none,0,0,,,31,7,18600,,10216,,113181,8.881,242,26.8,11,Financial services-regional banks,1,18.6
540899,Financial,City National,Mr. BramGoldsmith,Chicago,IL,71,,,,,,none,0,0,,,19,19,540000,,899,,10354400,14.923,214,-6.9,-14,Financial services-regional banks,1,540
650443,Financial,First Bancorporation,Mr. Howard L Flood,Staten Island,NY,59,,,,,,none,0,0,,,31,9,365700,121095,127032,36616,2165770,0.162,332,55.2,16,Financial services-regional banks,1,365.7
817947,Financial,First National of Ne,Mr. John R Lauritzen,,,77,,,,,,none,0,0,,,51,26,397303,304233,116411,,1975410,46.11,546,70.1,,Financial services-regional banks,1,397.303
